Docket Number,Violation Date,Violation Address,Issuing Department Code,Imposed Fine Detailed
19DT000598,01/31/2019,3577 W GRAND ,TRANPORT,$500.00
19DT000599,01/31/2019,1955 W WASHINGTON ,TRANPORT,$500.00
19DT000604,01/02/2019,5300 S LARAMIE ,TRANPORT,$500.00
19DT000605,01/24/2019,5056 S WESTERN ,TRANPORT,$110.00
19DT000608,01/31/2019,2903 W FULTON ST,TRANPORT,$500.00
19DT000621,02/11/2019,2909 N MILWAUKEE ,TRANPORT,$150.00
19DT000624,01/23/2019,1201 W KINZIE ST,TRANPORT,$150.00
19DT000625,01/25/2019,200 W ILLINOIS ST,TRANPORT,$150.00
19DT000626,01/23/2019,1101 W KINZIE ST,TRANPORT,$0.00
19DT000627,01/25/2019,2 N DES PLAINES ST,TRANPORT,$0.00
19DT000627,01/25/2019,2 N DES PLAINES ST,TRANPORT,$110.00
19DT000628,01/25/2019,1152 W CARROLL ,TRANPORT,$0.00
19DT000628,01/25/2019,1152 W CARROLL ,TRANPORT,$110.00
19DT000629,01/24/2019,1123 W RANDOLPH ST,TRANPORT,$150.00
19DT000629,01/24/2019,1123 W RANDOLPH ST,TRANPORT,$500.00
19DT000630,01/24/2019,1115 W RANDOLPH ST,TRANPORT,$500.00
19DT000631,01/24/2019,213 N RACINE ,TRANPORT,$150.00
19DT000631,01/24/2019,213 N RACINE ,TRANPORT,$500.00
19DT000632,01/24/2019,3724 W CHICAGO ,TRANPORT,$500.00
19DT000638,01/24/2019,3759 W CHICAGO ,TRANPORT,$100.00
19DT000638,01/24/2019,3759 W CHICAGO ,TRANPORT,$500.00
19DT000647,01/31/2019,11201 S VINCENNES ,TRANPORT,$150.00
19DT000651,01/30/2019,719 S CLARK ,TRANPORT,$150.00
19DT000652,01/30/2019,1130 S WABASH ,TRANPORT,$500.00
19DT000653,01/29/2019,1325 W GRAND ,TRANPORT,$0.00
19DT000702,02/11/2019,4600 N CLARENDON ,TRANPORT,$150.00
19DT000703,02/11/2019,801 W EASTWOOD ,TRANPORT,$200.00
19DT000704,02/11/2019,4614 N CLARENDON ,TRANPORT,$0.00
19DT000706,02/14/2019,3214 S UNION ,TRANPORT,$500.00
19DT000708,02/13/2019,5059 S INDIANA ,TRANPORT,$100.00
19DT000710,01/01/2001,4307 S CALUMET ,TRANPORT,$110.00
19DT000711,02/13/2019,5101 S INDIANA ,TRANPORT,$0.00
19DT000712,02/11/2019,2827 W BELDEN ,TRANPORT,$100.00
19DT000712,02/11/2019,2827 W BELDEN ,TRANPORT,$500.00
19DT000713,02/19/2019,529 N BISHOP ST,TRANPORT,$500.00
19DT000714,02/19/2019,2658 W CORTLAND ST,TRANPORT,$150.00
19DT000715,02/19/2019,502 N WESTERN ,TRANPORT,$150.00
19DT000717,01/16/2019,4133 W BERTEAU ,TRANPORT,$110.00
19DT000718,01/23/2019,5433 N LINCOLN ,TRANPORT,$110.00
19DT000722,02/15/2019,5101 W DRUMMOND PL,TRANPORT,$0.00
19DT000727,02/19/2019,8204 S MARYLAND ,TRANPORT,$110.00
19DT000737,01/31/2019,5255 S MONITOR ,TRANPORT,$150.00
19DT000751,02/27/2019,3543 N NARRAGANSETT ,TRANPORT,$150.00
19DT000767,02/27/2019,2741 N JANSSEN ,TRANPORT,$150.00
19DT000767,02/27/2019,2741 N JANSSEN ,TRANPORT,$350.00
19DT000792,02/22/2019,1132 N MOZART ST,TRANPORT,$0.00
19DT000792,02/22/2019,1132 N MOZART ST,TRANPORT,$150.00
19DT000795,02/22/2019,5555 W KAMERLING ,TRANPORT,$110.00
19DT000796,02/22/2019,1437 W GRAND ,TRANPORT,$150.00
19DT000796,02/22/2019,1437 W GRAND ,TRANPORT,$500.00
19DT000847,02/21/2019,1159 W TAYLOR ST,TRANPORT,$150.00
19DT000864,02/04/2019,1232 W NORTH ,TRANPORT,$150.00
19DT000865,01/29/2019,956 N WOLCOTT ,TRANPORT,$150.00
19DT000867,02/27/2019,2439 W HIRSCH ST,TRANPORT,$150.00
19DT000867,02/27/2019,2439 W HIRSCH ST,TRANPORT,$500.00
19DT000887,02/20/2019,516 N WESTERN ,TRANPORT,$500.00
19DT000894,02/22/2019,2900 S LOWE ,TRANPORT,$0.00
19DT000898,02/22/2019,2109 W DIVISION ST,TRANPORT,$150.00
19DT000899,02/22/2019,2111 W DIVISION ST,TRANPORT,$500.00
19DT000900,02/22/2019,2105 W DIVISION ST,TRANPORT,$500.00
19DT000901,02/13/2019,1660 N WELLS ST,TRANPORT,$500.00
19DT000982,01/24/2019,401 N MAY ST,TRANPORT,$500.00
19DT001003,02/19/2019,2700 S MILLARD ,TRANPORT,$500.00
19DT001006,02/22/2019,1041 W JACKSON BV ,TRANPORT,$500.00
19DT001008,02/22/2019,1001 W ROOSEVELT RD,TRANPORT,$110.00
19DT001028,02/22/2019,2101 W 21ST ST,TRANPORT,$150.00
19DT001030,01/24/2019,3744 W CHICAGO ,TRANPORT,$0.00
19DT001030,01/24/2019,3744 W CHICAGO ,TRANPORT,$200.00
19DT001031,01/15/2019,1144 W GRAND ,TRANPORT,$500.00
19DT001032,01/15/2019,1702 W MADISON ,TRANPORT,$0.00
19DT001033,01/22/2019,919 W WRIGHTWOOD ,TRANPORT,$0.00
19DT001033,01/22/2019,919 W WRIGHTWOOD ,TRANPORT,$500.00
19DT001034,02/14/2019,933 N CROSBY ,TRANPORT,$500.00
19DT001035,01/29/2019,2036 N CLARK ,TRANPORT,$110.00
19DT001677,04/15/2019,2957 W ARMITAGE ,TRANPORT,$0.00
19DT001931,01/16/2019,1609 W OHIO ,TRANPORT,$110.00
19DT005697,11/13/2019,3800 S EMERALD ,TRANPORT,$0.00
19DT005705,11/12/2019,1751 N HARLEM ,TRANPORT,$0.00
19DT005779,11/14/2019,1349 W 82ND ST,TRANPORT,$0.00
19DT005779,11/14/2019,1349 W 82ND ST,TRANPORT,$150.00
19DT005780,11/14/2019,1335 W 81ST ST,TRANPORT,$500.00
19DT005783,11/15/2019,3601 E 106TH ST,TRANPORT,$140.00
19DT005783,11/15/2019,3601 E 106TH ST,TRANPORT,$150.00
19DT005784,11/15/2019,13727 S BRAINARD ,TRANPORT,$150.00
19DT005833,11/12/2019,5601 W DIVERSEY ,TRANPORT,$150.00
19DT005843,08/08/2019,1615 N FAIRFIELD ,TRANPORT,$0.00
19DT005843,08/08/2019,1615 N FAIRFIELD ,TRANPORT,$200.00
19DT005847,11/12/2019,3555 N CENTRAL ,TRANPORT,$150.00
19DT005901,11/15/2019,4745 W ARMITAGE ,TRANPORT,$0.00
19DT005901,11/15/2019,4745 W ARMITAGE ,TRANPORT,$110.00
19DT005901,11/15/2019,4745 W ARMITAGE ,TRANPORT,$150.00
19DT006012,11/12/2019,5953 W NORTH ,TRANPORT,$150.00
19DT006043,11/13/2019,5129 S HARPER ,TRANPORT,$0.00
19DT006043,11/13/2019,5129 S HARPER ,TRANPORT,$80.00
19DT006077,11/13/2019,1400 E 53RD ST,TRANPORT,$0.00
20DT000269,12/31/2019,5414 W FULLERTON ,TRANPORT,$500.00
20DT000415,01/23/2020,1229 W MADISON ,TRANPORT,$0.00
20DT000416,01/23/2020,1018 W MADISON ,TRANPORT,$0.00
20DT000416,01/23/2020,1018 W MADISON ,TRANPORT,$150.00
20DT000417,01/23/2020,1010 W MADISON ,TRANPORT,$0.00
20DT000417,01/23/2020,1010 W MADISON ,TRANPORT,$110.00
20DT000417,01/23/2020,1010 W MADISON ,TRANPORT,$150.00
20DT000436,01/24/2020,5701 W FULLERTON ,TRANPORT,$0.00
20DT000436,01/24/2020,5701 W FULLERTON ,TRANPORT,$150.00
20DT000436,01/24/2020,5701 W FULLERTON ,TRANPORT,$500.00
20DT000437,01/24/2020,5713 W FULLERTON ,TRANPORT,$0.00
20DT000437,01/24/2020,5713 W FULLERTON ,TRANPORT,$150.00
20DT000438,01/24/2020,6420 W FULLERTON ,TRANPORT,$150.00
20DT000439,01/24/2020,6460 W FULLERTON ,TRANPORT,$0.00
20DT000439,01/24/2020,6460 W FULLERTON ,TRANPORT,$150.00
20DT000440,01/24/2020,6400 W FULLERTON ,TRANPORT,$150.00
20DT000460,01/24/2020,5600 W FULLERTON ,TRANPORT,$150.00
20DT000461,01/24/2020,2555 N NORMANDY ,TRANPORT,$0.00
20DT000461,01/24/2020,2555 N NORMANDY ,TRANPORT,$150.00
20DT000461,01/24/2020,2555 N NORMANDY ,TRANPORT,$500.00
20DT000475,01/22/2020,3930 N ASHLAND ,TRANPORT,$0.00
20DT000475,01/22/2020,3930 N ASHLAND ,TRANPORT,$150.00
20DT000476,01/22/2020,1623 W MONTROSE ,TRANPORT,$150.00
20DT000490,01/22/2020,5401 N LINOLN ,TRANPORT,$0.00
20DT000490,01/22/2020,5401 N LINOLN ,TRANPORT,$150.00
20DT000490,01/22/2020,5401 N LINOLN ,TRANPORT,$500.00
20DT000491,01/24/2020,6314 N SACRAMENTO ,TRANPORT,$0.00
20DT000491,01/24/2020,6314 N SACRAMENTO ,TRANPORT,$150.00
20DT000491,01/24/2020,6314 N SACRAMENTO ,TRANPORT,$500.00
20DT000492,01/22/2020,5401 N WOLCOTT ,TRANPORT,$150.00
20DT000493,01/22/2020,5435 N WOLCOTT ,TRANPORT,$0.00
20DT000493,01/22/2020,5435 N WOLCOTT ,TRANPORT,$150.00
20DT000495,01/22/2020,5555 W SUNNYSIDE ,TRANPORT,$500.00
20DT000496,01/22/2020,4543 W ADDISON ST,TRANPORT,$0.00
20DT000496,01/22/2020,4543 W ADDISON ST,TRANPORT,$110.00
20DT000496,01/22/2020,4543 W ADDISON ST,TRANPORT,$150.00
20DT000497,01/22/2020,3857 N NARRAGANSETT ,TRANPORT,$150.00
20DT000498,01/22/2020,4555 W ADDISON ST,TRANPORT,$150.00
20DT000501,01/24/2020,2729 W ARMITAGE ,TRANPORT,$0.00
20DT000502,01/24/2020,1850 W GRAND ,TRANPORT,$0.00
20DT000502,01/24/2020,1850 W GRAND ,TRANPORT,$500.00
20DT000506,01/22/2020,4405 S PRINCETON ,TRANPORT,$500.00
20DT000507,01/22/2020,2525 S DR MARTIN LUTH DR,TRANPORT,$500.00
20DT000508,01/01/2001,4050 S WENTWORTH ,TRANPORT,$150.00
20DT000509,01/22/2020,5127 S INDIANA ,TRANPORT,$0.00
20DT000509,01/22/2020,5127 S INDIANA ,TRANPORT,$500.00
20DT000510,01/22/2020,5101 S INDIANA ,TRANPORT,$500.00
20DT000511,01/22/2020,4251 S PACKERS ,TRANPORT,$150.00
20DT000512,01/24/2020,2725 S ARCHER ,TRANPORT,$500.00
20DT000513,01/24/2020,4930 S CHAMPLAIN ,TRANPORT,$150.00
20DT000518,01/24/2020,4917 S CHAMPLAIN ,TRANPORT,$0.00
20DT000518,01/24/2020,4917 S CHAMPLAIN ,TRANPORT,$110.00
20DT000521,01/21/2020,1522 S WABASH ,TRANPORT,$500.00
20DT000522,01/21/2020,1929 S MICHIGAN ,TRANPORT,$150.00
20DT000523,01/21/2020,3733 S SANGAMON ST,TRANPORT,$150.00
20DT000526,01/21/2020,9232 S ASHLAND ,TRANPORT,$500.00
20DT000527,01/24/2020,8300 S ELIZABETH ST,TRANPORT,$500.00
20DT000529,01/21/2020,1529 W 87TH ST,TRANPORT,$500.00
20DT000530,01/24/2020,424 W 119TH ST,TRANPORT,$0.00
20DT000530,01/24/2020,424 W 119TH ST,TRANPORT,$150.00
20DT000530,01/24/2020,424 W 119TH ST,TRANPORT,$500.00
20DT000531,01/24/2020,424 W 119TH ST,TRANPORT,$0.00
20DT000531,01/24/2020,424 W 119TH ST,TRANPORT,$150.00
20DT000531,01/24/2020,424 W 119TH ST,TRANPORT,$500.00
20DT000532,01/21/2020,828 N STATE ST,TRANPORT,$0.00
20DT000532,01/21/2020,828 N STATE ST,TRANPORT,$150.00
20DT000532,01/21/2020,828 N STATE ST,TRANPORT,$200.00
20DT000565,01/21/2020,625 W RANDOLPH ST,TRANPORT,$150.00
20DT000566,01/21/2020,427 W CHICAGO ,TRANPORT,$0.00
20DT000566,01/21/2020,427 W CHICAGO ,TRANPORT,$150.00
20DT000568,01/21/2020,619 S LASALLE ST,TRANPORT,$150.00
20DT000569,01/22/2020,56 E CHICAGO ,TRANPORT,$150.00
20DT000570,01/22/2020,62 E CHICAGO ,TRANPORT,$0.00
20DT000570,01/22/2020,62 E CHICAGO ,TRANPORT,$150.00
20DT000570,01/22/2020,62 E CHICAGO ,TRANPORT,$250.00
20DT000570,01/22/2020,62 E CHICAGO ,TRANPORT,$500.00
20DT000571,01/21/2020,701 S LASALLE ST,TRANPORT,$150.00
20DT000576,01/22/2020,4798 N ASHLAND ,TRANPORT,$150.00
20DT000577,01/22/2020,1599 W LAWRENCE ,TRANPORT,$150.00
20DT000582,01/24/2020,1907 W OHIO ST,TRANPORT,$0.00
20DT000582,01/24/2020,1907 W OHIO ST,TRANPORT,$150.00
20DT000582,01/24/2020,1907 W OHIO ST,TRANPORT,$350.00
20DT000582,01/24/2020,1907 W OHIO ST,TRANPORT,$500.00
20DT000584,01/22/2020,5550 N ASHLAND ,TRANPORT,$0.00
20DT000584,01/22/2020,5550 N ASHLAND ,TRANPORT,$110.00
20DT000584,01/22/2020,5550 N ASHLAND ,TRANPORT,$150.00
20DT000587,01/24/2020,2500 S DRAKE ,TRANPORT,$0.00
20DT000587,01/24/2020,2500 S DRAKE ,TRANPORT,$150.00
20DT000587,01/24/2020,2500 S DRAKE ,TRANPORT,$500.00
20DT000588,01/24/2020,3479 S ARCHER ,TRANPORT,$0.00
20DT000588,01/24/2020,3479 S ARCHER ,TRANPORT,$150.00
20DT000589,01/24/2020,2401 W ROOSEVELT RD,TRANPORT,$150.00
20DT000654,01/24/2020,1841 S HAMLIN ,TRANPORT,$0.00
20DT000654,01/24/2020,1841 S HAMLIN ,TRANPORT,$150.00
20DT000654,01/24/2020,1841 S HAMLIN ,TRANPORT,$500.00
20DT000689,02/07/2020,519 S CLINTON ,TRANPORT,$0.00
20DT000689,02/07/2020,519 S CLINTON ,TRANPORT,$150.00
20DT000689,02/07/2020,519 S CLINTON ,TRANPORT,$500.00
20DT000693,02/11/2020,947 W VAN BUREN ,TRANPORT,$0.00
20DT000693,02/11/2020,947 W VAN BUREN ,TRANPORT,$150.00
20DT000693,02/11/2020,947 W VAN BUREN ,TRANPORT,$500.00
20DT000694,02/10/2020,1447 W 17TH ST,TRANPORT,$0.00
20DT000694,02/10/2020,1447 W 17TH ST,TRANPORT,$150.00
20DT000695,02/07/2020,1343 W CULLERTON ,TRANPORT,$0.00
20DT000695,02/07/2020,1343 W CULLERTON ,TRANPORT,$150.00
20DT000696,02/11/2020,1073 W MAXWELL ST,TRANPORT,$0.00
20DT000696,02/11/2020,1073 W MAXWELL ST,TRANPORT,$150.00
20DT000779,02/07/2020,5717 W MONTROSE ,TRANPORT,$0.00
20DT000779,02/07/2020,5717 W MONTROSE ,TRANPORT,$500.00
20DT000786,02/10/2020,6601 S GREEN ST,TRANPORT,$150.00
20DT000793,02/10/2020,10320 S CHURCH ,TRANPORT,$0.00
20DT000793,02/10/2020,10320 S CHURCH ,TRANPORT,$150.00
20DT000793,02/10/2020,10320 S CHURCH ,TRANPORT,$500.00
20DT000799,02/07/2020,10231 S BEVERLY ,TRANPORT,$150.00
20DT000836,02/10/2020,6600 S TROY ST,TRANPORT,$150.00
20DT000839,01/27/2020,5749 S HARLEM ,TRANPORT,$0.00
20DT000839,01/27/2020,5749 S HARLEM ,TRANPORT,$110.00
20DT000840,01/27/2020,7148 W 58TH ST,TRANPORT,$0.00
20DT000840,01/27/2020,7148 W 58TH ST,TRANPORT,$110.00
20DT000843,01/27/2020,5747 S HARLEM ,TRANPORT,$0.00
20DT000843,01/27/2020,5747 S HARLEM ,TRANPORT,$110.00
20DT000844,01/27/2020,5737 S HARLEM ,TRANPORT,$0.00
20DT000844,01/27/2020,5737 S HARLEM ,TRANPORT,$110.00
20DT000845,01/22/2020,5230 S ARCHER ,TRANPORT,$0.00
20DT000848,01/22/2020,5892 S ARCHER ,TRANPORT,$0.00
20DT000848,01/22/2020,5892 S ARCHER ,TRANPORT,$80.00
20DT000849,01/22/2020,5919 S ARCHER ,TRANPORT,$150.00
20DT000850,01/22/2020,5245 S ARCHER ,TRANPORT,$0.00
20DT000850,01/22/2020,5245 S ARCHER ,TRANPORT,$360.00
20DT000851,01/22/2020,5301 S LARAMIE ,TRANPORT,$0.00
20DT000855,02/07/2020,8301 S ELIZABETH ST,TRANPORT,$0.00
20DT000855,02/07/2020,8301 S ELIZABETH ST,TRANPORT,$100.00
20DT000856,02/07/2020,8801 S ASHLAND ,TRANPORT,$150.00
20DT000857,02/07/2020,9219 S BALTIMORE ,TRANPORT,$0.00
20DT000857,02/07/2020,9219 S BALTIMORE ,TRANPORT,$500.00
20DT000858,02/07/2020,9225 S BALTIMORE ,TRANPORT,$0.00
20DT000858,02/07/2020,9225 S BALTIMORE ,TRANPORT,$500.00
20DT000863,01/22/2020,6925 W ARCHER ,TRANPORT,$0.00
20DT000863,01/22/2020,6925 W ARCHER ,TRANPORT,$500.00
20DT000864,01/22/2020,5501 S NEWLAND ,TRANPORT,$0.00
20DT000864,01/22/2020,5501 S NEWLAND ,TRANPORT,$500.00
20DT000865,01/21/2020,7141 W ARCHER ,TRANPORT,$0.00
20DT000865,01/21/2020,7141 W ARCHER ,TRANPORT,$160.00
20DT000866,01/21/2020,5500 S NEVA ,TRANPORT,$0.00
20DT000867,01/21/2020,5501 S HARLEM ,TRANPORT,$0.00
20DT000868,01/21/2020,6040 S ARCHER ,TRANPORT,$0.00
20DT000868,01/21/2020,6040 S ARCHER ,TRANPORT,$150.00
20DT000869,01/21/2020,5333 S MONITOR ,TRANPORT,$0.00
20DT000869,01/21/2020,5333 S MONITOR ,TRANPORT,$150.00
20DT000874,02/14/2020,4601 S ROCKWELL ST,TRANPORT,$0.00
20DT000874,02/14/2020,4601 S ROCKWELL ST,TRANPORT,$500.00
20DT000880,02/14/2020,5206 N WESTERN ,TRANPORT,$0.00
20DT000880,02/14/2020,5206 N WESTERN ,TRANPORT,$100.00
20DT000880,02/14/2020,5206 N WESTERN ,TRANPORT,$500.00
20DT000881,02/14/2020,5150 N WESTERN ,TRANPORT,$150.00
20DT000885,02/14/2020,3905 W 26TH ST,TRANPORT,$150.00
20DT000886,02/14/2020,3835 W 26TH ST,TRANPORT,$0.00
20DT000886,02/14/2020,3835 W 26TH ST,TRANPORT,$190.00
20DT000886,02/14/2020,3835 W 26TH ST,TRANPORT,$500.00
20DT000902,01/22/2020,5672 S ARCHER ,TRANPORT,$0.00
20DT000902,01/22/2020,5672 S ARCHER ,TRANPORT,$500.00
20DT000917,02/14/2020,3100 S INDIANA ,TRANPORT,$0.00
20DT000917,02/14/2020,3100 S INDIANA ,TRANPORT,$150.00
20DT000917,02/14/2020,3100 S INDIANA ,TRANPORT,$500.00
20DT000918,02/15/2020,1400 N ORLEANS ST,TRANPORT,$0.00
20DT000918,02/15/2020,1400 N ORLEANS ST,TRANPORT,$150.00
20DT000919,02/15/2020,301 S LEAVITT ST,TRANPORT,$0.00
20DT000919,02/15/2020,301 S LEAVITT ST,TRANPORT,$150.00
20DT000919,02/15/2020,301 S LEAVITT ST,TRANPORT,$500.00
20DT000920,02/14/2020,828 N ORLEANS ST,TRANPORT,$0.00
20DT000920,02/14/2020,828 N ORLEANS ST,TRANPORT,$150.00
20DT000920,02/14/2020,828 N ORLEANS ST,TRANPORT,$500.00
20DT000923,02/14/2020,2101 S STATE ST,TRANPORT,$0.00
20DT000923,02/14/2020,2101 S STATE ST,TRANPORT,$150.00
20DT000951,02/06/2020,372 W CHICAGO ,TRANPORT,$150.00
20DT000951,02/06/2020,372 W CHICAGO ,TRANPORT,$350.00
20DT001010,02/14/2020,5201 E PARKER ,TRANPORT,$150.00
20DT001011,02/14/2020,4150 W WRIGHTWOOD ,TRANPORT,$0.00
20DT001011,02/14/2020,4150 W WRIGHTWOOD ,TRANPORT,$500.00
20DT001013,02/14/2020,4745 W ARMITAGE ,TRANPORT,$0.00
20DT001013,02/14/2020,4745 W ARMITAGE ,TRANPORT,$500.00
20DT001027,01/23/2020,110 W OHIO ST,TRANPORT,$150.00
20DT001028,01/23/2020,501 W ARMITAGE ,TRANPORT,$0.00
20DT001035,02/14/2020,223 W 25TH PL,TRANPORT,$0.00
20DT001035,02/14/2020,223 W 25TH PL,TRANPORT,$150.00
20DT001036,02/14/2020,217 W 25TH PL,TRANPORT,$0.00
20DT001037,02/14/2020,813 W CERMAK RD,TRANPORT,$0.00
20DT001037,02/14/2020,813 W CERMAK RD,TRANPORT,$100.00
20DT001039,02/14/2020,2401 S LEAVITT ,TRANPORT,$0.00
20DT001039,02/14/2020,2401 S LEAVITT ,TRANPORT,$110.00
20DT001040,02/14/2020,519 S CLINTON ,TRANPORT,$0.00
20DT001040,02/14/2020,519 S CLINTON ,TRANPORT,$500.00
20DT001041,02/14/2020,817 W CERMAK RD,TRANPORT,$0.00
20DT001041,02/14/2020,817 W CERMAK RD,TRANPORT,$500.00
20DT001046,02/14/2020,998 W SUNNYSIDE ,TRANPORT,$0.00
20DT001046,02/14/2020,998 W SUNNYSIDE ,TRANPORT,$150.00
20DT001078,02/14/2020,1931 W 87TH ST,TRANPORT,$0.00
20DT001078,02/14/2020,1931 W 87TH ST,TRANPORT,$500.00
20DT001079,02/14/2020,1933 W 87TH ST,TRANPORT,$0.00
20DT001079,02/14/2020,1933 W 87TH ST,TRANPORT,$500.00
20DT001080,02/14/2020,1927 W 87TH ST,TRANPORT,$0.00
20DT001080,02/14/2020,1927 W 87TH ST,TRANPORT,$500.00
20DT001082,02/14/2020,1921 W 87TH ST,TRANPORT,$0.00
20DT001082,02/14/2020,1921 W 87TH ST,TRANPORT,$500.00
20DT001102,02/14/2020,2500 W 35TH ST,TRANPORT,$0.00
20DT001102,02/14/2020,2500 W 35TH ST,TRANPORT,$500.00
20DT001104,02/14/2020,2361 S WHIPPLE ,TRANPORT,$0.00
20DT001105,02/14/2020,2013 S LOOMIS ,TRANPORT,$0.00
20DT001111,01/22/2020,150 E ONTARIO ST,TRANPORT,$0.00
20DT001111,01/22/2020,150 E ONTARIO ST,TRANPORT,$150.00
20DT001113,01/24/2020,648 W WEBSTER ,TRANPORT,$0.00
20DT001113,01/24/2020,648 W WEBSTER ,TRANPORT,$500.00
20DT001118,02/10/2020,220 E 21ST ST,TRANPORT,$0.00
20DT001118,02/10/2020,220 E 21ST ST,TRANPORT,$150.00
20DT001119,01/24/2020,220 E 21ST ST,TRANPORT,$0.00
20DT001119,01/24/2020,220 E 21ST ST,TRANPORT,$150.00
20DT001152,09/05/2019,1717 N HUMBOLDT BLVD ,TRANPORT,$0.00
20DT001152,09/05/2019,1717 N HUMBOLDT BLVD ,TRANPORT,$500.00
20DT001152,09/05/2019,1717 N HUMBOLDT BLVD ,TRANPORT,"$1,000.00"
20DT001183,02/27/2020,3932 N MOZART ST,TRANPORT,$150.00
20DT001237,02/28/2020,801 W 111TH ST,TRANPORT,$0.00
20DT001237,02/28/2020,801 W 111TH ST,TRANPORT,$110.00
20DT001252,02/14/2020,1929 W 87TH ST,TRANPORT,$0.00
20DT001252,02/14/2020,1929 W 87TH ST,TRANPORT,$500.00
20DT001286,02/27/2020,2500 S DRAKE ,TRANPORT,$0.00
20DT001286,02/27/2020,2500 S DRAKE ,TRANPORT,$500.00
20DT001336,02/28/2020,4601 W ARMITAGE ,TRANPORT,$0.00
20DT001336,02/28/2020,4601 W ARMITAGE ,TRANPORT,$100.00
20DT001336,02/28/2020,4601 W ARMITAGE ,TRANPORT,$500.00
20DT001445,02/28/2020,3600 S WOOD ,TRANPORT,$0.00
20DT001445,02/28/2020,3600 S WOOD ,TRANPORT,$500.00
20DT001446,02/28/2020,217 W 25TH PL,TRANPORT,$0.00
20DT001446,02/28/2020,217 W 25TH PL,TRANPORT,$80.00
20DT001449,02/28/2020,255 W 25TH PL,TRANPORT,$0.00
20DT001449,02/28/2020,255 W 25TH PL,TRANPORT,$500.00
20DT001491,02/14/2020,6421 W ARCHER ,TRANPORT,$0.00
20DT001491,02/14/2020,6421 W ARCHER ,TRANPORT,$500.00
20DT001518,02/14/2020,6815 W ARCHERS ,TRANPORT,$0.00
20DT001519,02/14/2020,5501 S NEW CASTLE ,TRANPORT,$0.00
20DT001520,02/14/2020,5500 S OAK PARK ,TRANPORT,$0.00
20DT001520,02/14/2020,5500 S OAK PARK ,TRANPORT,$110.00
20DT001521,02/14/2020,6190 S ARCHER ,TRANPORT,$0.00
20DT001521,02/14/2020,6190 S ARCHER ,TRANPORT,$500.00
20DT001522,02/14/2020,5381 S MEADE ,TRANPORT,$0.00
20DT001522,02/14/2020,5381 S MEADE ,TRANPORT,$500.00
20DT001523,02/14/2020,6559 W ARCHER ,TRANPORT,$0.00
20DT001523,02/14/2020,6559 W ARCHER ,TRANPORT,$110.00
20DT001524,02/14/2020,5501 S NASHVILLE ,TRANPORT,$0.00
20DT001524,02/14/2020,5501 S NASHVILLE ,TRANPORT,$110.00
20DT001525,02/14/2020,5892 S ARCHER ,TRANPORT,$0.00
20DT001526,02/14/2020,5348 S CENTRAL ,TRANPORT,$0.00
20DT001631,02/14/2020,2000 W MADISON ST,TRANPORT,$0.00
20DT001651,02/14/2020,1901 W WASHINGTON ,TRANPORT,$0.00
20DT001651,02/14/2020,1901 W WASHINGTON ,TRANPORT,$80.00
20DT001652,02/14/2020,2036 W MADISON ST,TRANPORT,$0.00
20DT001652,02/14/2020,2036 W MADISON ST,TRANPORT,$150.00
20DT001652,02/14/2020,2036 W MADISON ST,TRANPORT,$500.00
20DT001654,02/14/2020,2 N DAMEN ,TRANPORT,$0.00
20DT001655,02/14/2020,1700 W MADISON ST,TRANPORT,$0.00
20DT001655,02/14/2020,1700 W MADISON ST,TRANPORT,$500.00
20DT001656,02/14/2020,1009 N ORLEANS ST,TRANPORT,$0.00
20DT001656,02/14/2020,1009 N ORLEANS ST,TRANPORT,$500.00
20DT001657,02/14/2020,70 E GARFIELD ,TRANPORT,$0.00
20DT001657,02/14/2020,70 E GARFIELD ,TRANPORT,$500.00
20DT001658,02/14/2020,48 E GARFIELD ,TRANPORT,$0.00
20DT001658,02/14/2020,48 E GARFIELD ,TRANPORT,$500.00
20DT001659,02/20/2020,2101 S STATE ST,TRANPORT,$0.00
20DT001659,02/20/2020,2101 S STATE ST,TRANPORT,$80.00
20DT001895,02/27/2020,706 S FINANCIAL PL,TRANPORT,$0.00
20DT001895,02/27/2020,706 S FINANCIAL PL,TRANPORT,$500.00
20DT003874,08/25/2020,3244 W WABANSIA ,TRANPORT,$0.00
20DT003874,08/25/2020,3244 W WABANSIA ,TRANPORT,$100.00
20DT004074,09/15/2020,3956 W GRAND ,TRANPORT,$0.00
20DT004074,09/15/2020,3956 W GRAND ,TRANPORT,$150.00
20DT004074,09/15/2020,3956 W GRAND ,TRANPORT,$225.00
20DT004074,09/15/2020,3956 W GRAND ,TRANPORT,$350.00
21DT00012A,02/20/2021,5840 W 63RD ST,TRANPORT,$100.00
21DT00012A,02/20/2021,5840 W 63RD ST,TRANPORT,$500.00
21DT000171,01/07/2021,3531 W CORTLAND ,TRANPORT,$150.00
21DT00018A,02/20/2021,2801 W 71ST ST,TRANPORT,$150.00
21DT00019A,,1601 E 95TH ST,TRANPORT,$0.00
21DT00019A,,1601 E 95TH ST,TRANPORT,$150.00
21DT00020A,02/20/2021,8721 S COTTAGE GROVE AVE,TRANPORT,$150.00
21DT00020A,02/20/2021,8721 S COTTAGE GROVE AVE,TRANPORT,$500.00
21DT00021A,02/20/2021,7101 S ASHLAND AVE,TRANPORT,$0.00
21DT00021A,02/20/2021,7101 S ASHLAND AVE,TRANPORT,$110.00
