,address,lat,long,community,count_BAFCONP,count_POLICE,count_STRTSAN,count_TRANPORT,sum_BAFCONP,sum_POLICE,sum_STRTSAN,sum_TRANPORT,n_dockets,total_fines,dept
1307,5749 S PEORIA ST,41.78973906035202,-87.64736141772109,ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1308,5753 S PEORIA ST,41.78911025,-87.64715416589372,ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1309,5756 S SANGAMON ST,41.7889184,-87.64902357699458,ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1310,5757 S PEORIA ST,41.7889696,-87.64709435555739,ENGLEWOOD,0,0,2,0,0.0,0.0,1000.0,0.0,2,1000.0,streets
1311,5759 S SANGAMON ST,41.78956146195785,-87.64857094187819,ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1312,5762 N MILWAUKEE,41.986363749999995,-87.77778885606634,JEFFERSON PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1313,579 W HAWTHORNE PL,41.9440297,-87.64430166772728,LAKE VIEW,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1314,5801 S PEORIA ST,41.7886938,-87.64717524715746,ENGLEWOOD,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
1315,5801 W CHICAGO,41.8949394,-87.7492601,AUSTIN,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
1316,5820 N MILWAUKEE,41.98798934947237,-87.77913987187489,NORWOOD PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1317,5825 S PULASKI RD,41.786671111642875,-87.72287320717435,WEST ELSDON,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1318,5828 N LINCOLN,41.987264349666425,-87.70230558943769,WEST RIDGE,0,0,0,1,0.0,0.0,0.0,200.0,1,200.0,cdot
1319,5840 W 63RD ST,41.77827365,-87.76809621031556,CLEARING,0,0,0,1,0.0,0.0,0.0,600.0,1,600.0,cdot
1320,5841 S OAKLEY AVE,41.787782334869355,-87.68101574886897,GAGE PARK,0,0,1,0,0.0,0.0,1100.0,0.0,1,1100.0,streets
1321,5848 S PEORIA ST,41.7872567,-87.64758860183912,ENGLEWOOD,0,0,1,0,0.0,0.0,0.0,0.0,1,0.0,streets
1322,5849 S BISHOP ST,41.78742555,-87.66005593471402,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
1323,5874 S ARCHER AVE,41.7961066,-87.76159078594847,GARFIELD RIDGE,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1324,5892 S ARCHER,41.79602647422358,-87.76088832928991,GARFIELD RIDGE,0,0,0,3,0.0,0.0,0.0,580.0,3,580.0,cdot
1325,5900 S LOOMIS BLVD,41.786691,-87.659647,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,2100.0,0.0,1,2100.0,streets
1326,5900 S SAWYER,41.7861,-87.704669,CHICAGO LAWN,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1327,5901 S HARLEM,41.7844823,-87.800469784375,CLEARING,0,0,0,2,0.0,0.0,0.0,1000.0,2,1000.0,cdot
1328,5919 S ARCHER,41.79521905,-87.76395363038421,GARFIELD RIDGE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1329,5936 S UNION AVE,41.78605126694817,-87.64262090636919,ENGLEWOOD,0,0,1,0,0.0,0.0,1550.0,0.0,1,1550.0,streets
1330,5940 W FULLERTON AVE,41.92406865,-87.7750262566473,BELMONT CRAGIN,0,1,0,0,0.0,0.0,0.0,0.0,1,0.0,police
1331,5941 N MILWAUKEE,41.989751850000005,-87.78024569970128,NORWOOD PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1332,5941 S WOOD ST,41.78548345,-87.66896625,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1333,5943 S WOOD ST,41.785414849999995,-87.6689633,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1334,5944 W ARCHER,41.7923303,-87.782538,GARFIELD RIDGE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1335,5945 S WOOD ST,41.78534415,-87.66896034999999,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
1336,5952 W ADDISON ST,41.94597105,-87.77625074202746,PORTAGE PARK,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
1337,5953 W 63RD ST,41.77752185,-87.77103803181818,CLEARING,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1338,5953 W NORTH AVE,41.909179141564074,-87.77476181104726,AUSTIN,0,0,0,1,0.0,0.0,0.0,300.0,1,300.0,cdot
1339,5956 W HIGGINS AVE,41.973323449999995,-87.77785782546152,JEFFERSON PARK,0,0,3,0,0.0,0.0,150.0,0.0,3,150.0,streets
1340,5959 W 63RD ST,41.77779039172191,-87.77092969224879,CLEARING,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1341,5959 W GRAND AVE,41.920229199999994,-87.77541551679793,BELMONT CRAGIN,0,1,0,0,0.0,150.0,0.0,0.0,1,150.0,police
1342,5960 W LAWRENCE,41.967884749999996,-87.77681023120056,PORTAGE PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1343,600 E 51ST ST,41.802483699999996,-87.61051930983557,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
1344,600 S WABASH,41.87410205,-87.62636710914786,LOOP,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1345,600 W 26TH ST,41.84559455,-87.64174185770423,BRIDGEPORT,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
1346,6001 N WESTERN,41.990929949999995,-87.68923597276311,WEST RIDGE,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
1347,6001 S KEDZIE,41.78426905,-87.70305297993318,CHICAGO LAWN,0,1,0,0,0.0,0.0,0.0,0.0,1,0.0,police
1348,601 E 79TH ST,41.75128437652835,-87.60989063078816,GREATER GRAND CROSSING,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1349,601 S CENTRAL PARK,41.8855878,-87.7306118,WEST GARFIELD PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1350,601 S LEAMINGTON,41.9551464,-87.7559802,PORTAGE PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1351,6019 N MILWAUKEE,41.990764,-87.78114798120883,NORWOOD PARK,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
1352,602 E OAKWOOD,41.82277057940304,-87.61158575747916,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1353,603 W MONROE,41.880463873890264,-87.64278620365799,NEAR WEST SIDE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1354,6040 S ARCHER,41.79513015,-87.76802312371322,GARFIELD RIDGE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1355,6041 S MORGAN ST,41.783934849999994,-87.64948237820549,ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1356,605 E 71ST ST,41.7656504,-87.61010692519514,GREATER GRAND CROSSING,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1357,6054 W SCHOOL ST,41.940476399999994,-87.77844615105292,DUNNING,0,0,1,0,0.0,0.0,0.0,0.0,1,0.0,streets
1358,607 N SAWYER,41.892104985813255,-87.70756279383001,HUMBOLDT PARK,0,0,0,1,0.0,0.0,0.0,100.0,1,100.0,cdot
1359,609 E PERSHING RD,41.82381204416623,-87.61225767170909,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1360,610 W 24TH PL,41.848196518183826,-87.64198051575879,BRIDGEPORT,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1361,610 W 43RD PL,41.81554275,-87.64138803436926,NEW CITY,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
1362,6101 N SEELEY,41.992170900000005,-87.68065510866255,WEST RIDGE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1363,6101 S WOOD ST,41.782930050000004,-87.6688762056067,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,0.0,0.0,1,0.0,streets
1364,6101 W DIVERSEY AVE,41.9309213,-87.77862038346315,BELMONT CRAGIN,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1365,6105 S GREEN ST,41.78308665,-87.64580909428125,ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1366,6105 S RICHMOND ST,41.78251775564723,-87.69703413398145,CHICAGO LAWN,0,0,1,0,0.0,0.0,0.0,0.0,1,0.0,streets
1367,6107 S HARLEM,41.779870907609144,-87.80090259324945,CLEARING,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1368,6107 W DIVERSEY AVE,41.9309213,-87.77862038346315,BELMONT CRAGIN,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1369,6111 W DICKENS,41.917760911695076,-87.78010245583425,BELMONT CRAGIN,0,1,0,0,0.0,0.0,0.0,0.0,1,0.0,police
1370,6114 S GREEN ST,41.78288405,-87.6463577,ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1371,6117 W DICKENS,41.91776052506027,-87.78011126251612,BELMONT CRAGIN,0,1,0,0,0.0,0.0,0.0,0.0,1,0.0,police
1372,6120 S GREEN ST,41.78272355,-87.64637272179377,ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1373,6124 S GREEN ST,41.78258085,-87.6463659990678,ENGLEWOOD,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1374,6128 S WESTERN AVE,41.78232628868012,-87.6838353204496,CHICAGO LAWN,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
1375,6130 S GREEN ST,41.782995067226985,-87.64620605008797,ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1376,6135 S VERNON AVE,41.782876,-87.61420036417005,WOODLAWN,0,1,0,0,0.0,0.0,0.0,0.0,1,0.0,police
1377,6137 S THROOP ST,41.7821373,-87.6568271,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1378,6137 W DIVERSEY AVE,41.93068825,-87.77988413607872,BELMONT CRAGIN,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
1379,6141 S ARCHER,41.7940331,-87.7713281442098,GARFIELD RIDGE,0,0,0,2,0.0,0.0,0.0,300.0,2,300.0,cdot
1380,6148 S MOODY,41.78000315,-87.77551645,CLEARING,0,1,0,0,0.0,0.0,0.0,0.0,1,0.0,police
1381,6149 S LOOMIS BLVD,41.7817271,-87.6591619312538,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,750.0,0.0,1,750.0,streets
1382,615 N ASHLAND,41.892984653354596,-87.667313,WEST TOWN,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1383,6151 W DIVERSEY AVE,41.93073,-87.78053645598496,BELMONT CRAGIN,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1384,6159 S ARTESIAN AVE,41.78119315,-87.68464102209302,CHICAGO LAWN,0,0,1,0,0.0,0.0,1100.0,0.0,1,1100.0,streets
1385,6159 W DICKENS,41.917938875971615,-87.7795741213247,BELMONT CRAGIN,0,1,0,0,0.0,0.0,0.0,0.0,1,0.0,police
1386,6163 N LINCOLN,41.9941039,-87.71147278987104,NORTH PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1387,6163 N NORTHWEST HWY,41.99373287085914,-87.80118192798638,NORWOOD PARK,0,0,1,0,0.0,0.0,1100.0,0.0,1,1100.0,streets
1388,618 E BOWEN,41.81972575,-87.61099550379728,GRAND BOULEVARD,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1389,618 E BOWEN AVE,41.81972575,-87.61099550379728,GRAND BOULEVARD,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1390,618 N RIDGEWAY,41.892044792713776,-87.71998532277165,HUMBOLDT PARK,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
1391,618 S FINANCIAL PL,41.87354516406198,-87.63270514358874,LOOP,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
1392,618 S WABASH,41.7003515,-87.622146,ROSELAND,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1393,6188 S ARCHER,41.7941463,-87.7736568,GARFIELD RIDGE,0,0,0,2,0.0,0.0,0.0,550.0,2,550.0,cdot
1394,619 E 43RD ST,41.81666053644456,-87.61085262337846,GRAND BOULEVARD,0,0,1,0,0.0,0.0,550.0,0.0,1,550.0,streets
1395,619 S LASALLE ST,41.8739228,-87.63139812472896,LOOP,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1396,6190 S ARCHER,41.79424425,-87.77385787280147,GARFIELD RIDGE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1397,62 E CERMAK RD,41.853009625,-87.626670875,NEAR SOUTH SIDE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1398,62 E CHICAGO,41.896911450000005,-87.62586612739065,NEAR NORTH SIDE,0,0,0,1,0.0,0.0,0.0,900.0,1,900.0,cdot
1399,6200 N LINCOLN,41.994470899999996,-87.71462932328798,NORTH PARK,0,0,0,1,0.0,0.0,0.0,50.0,1,50.0,cdot
1400,6200 S DAMEN AVE,41.781038,-87.674057,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,450.0,0.0,1,450.0,streets
1401,6201 S KOLMAR AVE,41.780185349999996,-87.73601210218033,WEST LAWN,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1402,6208 S MAY ST,41.781095199999996,-87.6535795,ENGLEWOOD,0,0,1,0,0.0,0.0,2300.0,0.0,1,2300.0,streets
1403,6215 S MORGAN ST,41.7809709,-87.64939929662184,ENGLEWOOD,0,0,1,0,0.0,0.0,100.0,0.0,1,100.0,streets
1404,622 N TRUMBULL,41.89260165,-87.71284925107796,HUMBOLDT PARK,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
1405,6220 S DAMEN AVE,41.78055885,-87.67429811522352,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,1100.0,0.0,1,1100.0,streets
1406,6224 S ABERDEEN ST,41.780712750000006,-87.65242977504553,ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1407,6224 S PULASKI RD,41.78006336,-87.72290984,WEST LAWN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1408,6226 N CALIFORNIA,41.99506864999999,-87.7000032059803,WEST RIDGE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1409,623 W MONROE ST,41.88062111507847,-87.64340919717932,NEAR WEST SIDE,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
1410,6238 S DAMEN AVE,41.78060061208737,-87.6740445973918,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,3200.0,0.0,1,3200.0,streets
1411,6246 S MULLIGAN,41.77887412715847,-87.78019662620392,CLEARING,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1412,6247 S NARRAGANSETT,41.778396529411765,-87.78118135294118,CLEARING,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1413,6248 S KILBOURN,41.779673276595894,-87.73511098978132,WEST LAWN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1414,6248 S MARSHFIELD AVE,41.77972389999999,-87.66566999616515,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,0.0,0.0,1,0.0,streets
1415,6249 S WOLCOTT AVE,41.78051706975783,-87.671402382554,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1416,625 N KEDZIE,41.89275215,-87.70619293974184,HUMBOLDT PARK,0,0,0,1,0.0,0.0,0.0,100.0,1,100.0,cdot
1417,625 W DEMING PL,41.9275741,-87.64507066527919,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1418,625 W RANDOLPH ST,41.8844862,-87.6815165,NEAR WEST SIDE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1419,6252 N PULASKI RD,41.9951521,-87.72916057077116,FOREST GLEN,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1420,6259 S OAK PARK,41.778575230605085,-87.7909251561003,CLEARING,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1421,626 W ARLINGTON PL,41.9269724,-87.64511881778088,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1422,627 W RANDOLPH ST,41.8842644,-87.6621738,NEAR WEST SIDE,0,0,0,4,0.0,0.0,0.0,1300.0,4,1300.0,cdot
1423,630 S WABASH,41.850255149999995,-87.62497248230875,NEAR SOUTH SIDE,0,0,0,2,0.0,0.0,0.0,650.0,2,650.0,cdot
1424,630 W HARRISON ST,41.874869,-87.6431641713798,NEAR WEST SIDE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1425,6300 S DAMEN AVE,41.778682,-87.674002,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1426,6300 S NARRAGANSETT,41.777123,-87.781358,CLEARING,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1427,6301 S AUSTIN,41.777316,-87.771362,CLEARING,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1428,6301 S DAMEN AVE,41.778686,-87.673782,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,1100.0,0.0,1,1100.0,streets
1429,6301 S KNOX,41.777896,-87.738499,CLEARING,0,0,0,1,0.0,0.0,0.0,550.0,1,550.0,cdot
1430,6301 S NARRAGANSETT,41.777128,-87.781138,CLEARING,0,0,0,2,0.0,0.0,0.0,0.0,2,0.0,cdot
1431,6301 S WESTERN AVE,41.778536,-87.683512,CHICAGO LAWN,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1432,6307 S ARTESIAN AVE,41.77906575,-87.68464296947549,CHICAGO LAWN,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1433,6314 N SACRAMENTO,41.99597301597818,-87.70455264703382,WEST RIDGE,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
1434,6316 S HERMITAGE,41.778531937761784,-87.66797846312654,WEST ENGLEWOOD,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1435,6318 S HERMITAGE,41.77851230498201,-87.66797789601736,WEST ENGLEWOOD,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1436,6320 N LINCOLN,41.9960746,-87.71711685928614,NORTH PARK,0,0,0,1,0.0,0.0,0.0,700.0,1,700.0,cdot
1437,6331 S RHODES,41.779349100000005,-87.6117346934482,WOODLAWN,0,1,0,0,0.0,0.0,0.0,0.0,1,0.0,police
1438,6333 N CICERO,41.996692350000004,-87.74777032094617,FOREST GLEN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1439,6337 S ADA ST,41.7784645,-87.65778365966719,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1440,6343 S THROOP ST,41.7782988,-87.65661175169123,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1441,6343 W 63RD ST,41.77760960731438,-87.78036341891323,CLEARING,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
1442,6345 S ABERDEEN,41.77831275,-87.65176834754098,ENGLEWOOD,0,1,0,0,0.0,150.0,0.0,0.0,1,150.0,police
1443,6348 N MILWAUKEE,41.9959305,-87.7873065,NORWOOD PARK,0,0,0,1,0.0,0.0,0.0,110.0,1,110.0,cdot
1444,6349 S ELIZABETH ST,41.778026800000006,-87.6555064849291,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1445,6349 S WESTERN AVE,41.77804915675573,-87.683499171456,CHICAGO LAWN,0,0,1,0,0.0,0.0,2300.0,0.0,1,2300.0,streets
1446,6350 S ABERDEEN,41.778169000000005,-87.65230687533901,ENGLEWOOD,0,1,0,0,0.0,150.0,0.0,0.0,1,150.0,police
1447,6350 W 63RD ST,41.777892949999995,-87.780662,CLEARING,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1448,6359 S ARTESIAN AVE,41.777552099999994,-87.68451134508626,CHICAGO LAWN,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1449,6359 W GRAND AVE,41.92229275,-87.78519209921112,BELMONT CRAGIN,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1450,636 S FINANCIAL PL,41.87341964467782,-87.63270204209233,LOOP,0,0,0,2,0.0,0.0,0.0,1150.0,2,1150.0,cdot
1451,6366 W ARCHER,41.7923303,-87.782538,GARFIELD RIDGE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1452,6400 W ARCHER,41.792398,-87.783194,GARFIELD RIDGE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1453,6400 W FULLERTON,41.9240506,-87.78579205513918,BELMONT CRAGIN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1454,6400 W NORTH,41.9972301,-87.7187138,NORTH PARK,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1455,6401 W 63RD ST,41.777591,-87.781428,CLEARING,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
1456,6401 W ARCHER,41.79206335000001,-87.7821566067585,GARFIELD RIDGE,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
1457,6408 S SANGAMON ST,41.77754855,-87.64867168625437,ENGLEWOOD,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1458,6410 S MAY ST,41.77740025,-87.65350217284157,ENGLEWOOD,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1459,6414 S ASHLAND AVE,41.777305006260704,-87.66427149191664,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1460,6417 N GLENWOOD AVE,41.9986904,-87.66519154259123,ROGERS PARK,0,0,1,0,0.0,0.0,0.0,0.0,1,0.0,streets
1461,6417 W ARCHER,41.79223072131859,-87.78333413077395,GARFIELD RIDGE,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
1462,6419 N GLENWOOD AVE,41.998781,-87.66519423228745,ROGERS PARK,0,0,1,0,0.0,0.0,150.0,0.0,1,150.0,streets
1463,6419 S MAY ST,41.7772068,-87.65293905372882,ENGLEWOOD,0,0,1,0,0.0,0.0,300.0,0.0,1,300.0,streets
1464,6420 S MORGAN ST,41.7772049,-87.6498316,ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1465,6420 W FULLERTON,41.9251573,-87.7872506,BELMONT CRAGIN,0,0,0,2,0.0,0.0,0.0,150.0,2,150.0,cdot
1466,6421 W ARCHER,41.792230025495854,-87.78337066146757,GARFIELD RIDGE,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1467,6422 S MAY ST,41.7770667,-87.6534841640051,ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1468,6426 S SANGAMON ST,41.77708255,-87.64864536568793,ENGLEWOOD,0,0,1,0,0.0,0.0,1100.0,0.0,1,1100.0,streets
1469,6432 S ABERDEEN ST,41.776797900000005,-87.65222620461654,ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1470,6436 W HIGGINS,41.97693855,-87.78928052926909,NORWOOD PARK,0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,cdot
1471,644 W SCHUBERT,41.93174645,-87.6464055300593,LINCOLN PARK,0,0,0,2,0.0,0.0,0.0,500.0,2,500.0,cdot
1472,6440 W FULLERTON,41.92375112166822,-87.7863229890262,BELMONT CRAGIN,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1473,6441 S ABERDEEN ST,41.7765691,-87.65170058734029,ENGLEWOOD,0,0,1,0,0.0,0.0,0.0,0.0,1,0.0,streets
1474,6446 S MAY ST,41.77644635,-87.6534618,ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1475,6448 S ABERDEEN ST,41.77639115,-87.65226813204399,ENGLEWOOD,0,0,1,0,0.0,0.0,1100.0,0.0,1,1100.0,streets
1476,6451 S HONORE ST,41.7760891,-87.66992835786802,WEST ENGLEWOOD,0,1,0,0,0.0,0.0,0.0,0.0,1,0.0,police
1477,6459 S ABERDEEN ST,41.7761292,-87.65170082977542,ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1478,6459 S HONORE ST,41.77588755,-87.66998907519412,WEST ENGLEWOOD,0,1,0,0,0.0,50.0,0.0,0.0,1,50.0,police
1479,6460 W FULLERTON,41.9240133,-87.78803081662397,BELMONT CRAGIN,0,0,0,2,0.0,0.0,0.0,650.0,2,650.0,cdot
1480,648 W WEBSTER,41.92206805,-87.64575165166698,LINCOLN PARK,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1481,649 E 37TH ST,41.8272792,-87.60953607862959,OAKLAND,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1482,650 S FINANCIAL PL,41.87332201932604,-87.63269959740764,LOOP,0,0,0,1,0.0,0.0,0.0,650.0,1,650.0,cdot
1483,6500 S MARSHFIELD AVE,41.775686449999995,-87.6657206343659,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1484,6501 S HERMITAGE AVE,41.77564045,-87.66755144099523,WEST ENGLEWOOD,0,0,1,0,0.0,0.0,50.0,0.0,1,50.0,streets
1485,6501 W ARCHER,41.7920606,-87.78442464913152,GARFIELD RIDGE,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1486,651 S WELLS ST,41.8735864,-87.63331910595113,LOOP,0,0,0,1,0.0,0.0,0.0,500.0,1,500.0,cdot
1487,6530 S MORGAN ST,41.77509215,-87.64978070000001,ENGLEWOOD,0,0,1,0,0.0,0.0,450.0,0.0,1,450.0,streets
1488,6540 W BELMONT,41.9386186,-87.7901572528421,DUNNING,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1489,6542 N CLARK ST,42.00119605,-87.67203792024337,ROGERS PARK,0,0,1,1,0.0,0.0,150.0,700.0,2,850.0,cdot_and_streets
1490,655 N WESTERN,41.8935594,-87.68632556896918,WEST TOWN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1491,6550 N CLARK ST,42.0014417,-87.67211947521321,ROGERS PARK,0,0,1,1,0.0,0.0,500.0,650.0,2,1150.0,cdot_and_streets
1492,6555 N ASHLAND AVE,42.00153005,-87.6702506346166,ROGERS PARK,0,0,1,0,0.0,0.0,500.0,0.0,1,500.0,streets
1493,6555 W BELMONT,41.9380766,-87.7905221938033,BELMONT CRAGIN,0,0,0,1,0.0,0.0,0.0,150.0,1,150.0,cdot
1494,6559 W ARCHER,41.7918599,-87.786325987375,GARFIELD RIDGE,0,0,0,1,0.0,0.0,0.0,110.0,1,110.0,cdot
