respondent,docket,violation_num,violation_date,hearing_date,violation_address,violation_desc,case_disposition,fine_amt,dept,cleaned_address,latlong,community,ward_1523,lat,long
JOHNSON SHARON,22DS02244M,QTU3YJL,2022-01-05,2/9/2022,7101 S MICHIGAN AVE,10-8-180    Snow and ice removal.,Default,500.0,STRTSAN,7101 S MICHIGAN AVE,"41.765457,-87.621578",GREATER GRAND CROSSING,6.0,41.765457,-87.621578
JONES W.B.,22DS04252M,QTU48ZL,2022-02-05,3/16/2022,2033 W 69TH ST,10-8-180    Snow and ice removal.,Default,500.0,STRTSAN,2033 W 69TH ST,"41.76821525,-87.67497882191685",WEST ENGLEWOOD,17.0,41.76821525,-87.67497882191685
JONES WB,22DS04172M,QTU487L,2022-02-05,3/16/2022,6249 S WOLCOTT AVE,10-8-180    Snow and ice removal.,Default,500.0,STRTSAN,6249 S WOLCOTT AVE,"41.78051706975783,-87.671402382554",WEST ENGLEWOOD,15.0,41.78051706975783,-87.671402382554
"JP MORGAN CHASE AND CO, C/O C T CORPORATION SYSTEM ",22DT000904,T000212946,2022-01-25,3/28/2022,2966 N LINCOLN ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,2966 N LINCOLN,"41.9357813,-87.6634696",LAKE VIEW,32.0,41.9357813,-87.6634696
JP MORGAN CHASE NATION ASSOC. ,22DT001397,T000202028,2022-02-04,6/6/2022,4645 W DIVERSEY ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,4645 W DIVERSEY,"41.9311575,-87.74377514632064",BELMONT CRAGIN,31.0,41.9311575,-87.74377514632064
"J PUBLICATION COMPANY LLC, C/O LINDA JOHNSON RICE ",22DT001146,T000207355,2022-01-07,5/23/2022,834 S MICHIGAN ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,834 S MICHIGAN,"41.8801026,-87.6243031",LOOP,42.0,41.8801026,-87.6243031
"JRL INVESTMENTS LLC, C/O JAFAR LASHKARIYA ",21DT001176,T000206606,2021-02-20,5/3/2021,3637 W DIVISION ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,3637 W DIVISION ST,"41.90283124747426,-87.71743711623206",HUMBOLDT PARK,26.0,41.90283124747426,-87.71743711623206
JUAREZ A/K/A GRACIALA JUAREZ GRACIELA,22DS03422M,QTU4LTL,2022-01-06,2/24/2022,4614 S WESTERN AVE,10-8-180    Snow and ice removal.,Default,500.0,STRTSAN,4614 S WESTERN AVE,"41.8097308,-87.68484975070628",BRIGHTON PARK,15.0,41.8097308,-87.68484975070628
JUAREZ RODRIGO,22DS03422M,QTU4LTL,2022-01-06,2/24/2022,4614 S WESTERN AVE,10-8-180    Snow and ice removal.,Default,500.0,STRTSAN,4614 S WESTERN AVE,"41.8097308,-87.68484975070628",BRIGHTON PARK,15.0,41.8097308,-87.68484975070628
JUDY BRUBAKER & JOHN MANAVES ,21DT000600,T000207018,2021-02-06,4/5/2021,1834 N LINCOLN ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,1834 N LINCOLN,"41.91578115,-87.63662360586201",LINCOLN PARK,43.0,41.91578115,-87.63662360586201
KALISH MOHAMMED,23DT000148,T000217658,2022-12-28,2/27/2023,4557 W DIVERSEY ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,4557 W DIVERSEY,"41.931321100000005,-87.74152665365403",HERMOSA,31.0,41.931321100000005,-87.74152665365403
KALISH MOHAMMED,23DT000148,T000217658,2022-12-28,5/26/2023,4557 W DIVERSEY ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,4557 W DIVERSEY,"41.931321100000005,-87.74152665365403",HERMOSA,31.0,41.931321100000005,-87.74152665365403
KALISH MOHAMMED,23DT000630,T000218326,2023-01-30,4/3/2023,4557 W DIVERSEY ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,4557 W DIVERSEY,"41.931321100000005,-87.74152665365403",HERMOSA,31.0,41.931321100000005,-87.74152665365403
KAMBIZ EFTEKHAR NOT IN ,22DT001014,T000207421,2022-01-28,4/4/2022,67 W SCHILLER ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,67 W SCHILLER,"41.9076684,-87.63138024712126",NEAR NORTH SIDE,2.0,41.9076684,-87.63138024712126
KAMINSKI R G,21DT001036,T000206571,2021-02-22,4/19/2021,27 N ADA ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,27 N ADA ST,"41.8824278,-87.66032623106344",NEAR WEST SIDE,27.0,41.8824278,-87.66032623106344
"K AND A FAST FOOD INC, C/O ABDULLAH A HASSAN ",21DT001233,T000203274,2021-02-17,5/3/2021,5211 W NORTH ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,5211 W NORTH AVE,"41.9092479,-87.7562026822537",AUSTIN,37.0,41.9092479,-87.7562026822537
KARITSIOTIS NICK,22DT000966,T000212465,2022-01-27,5/23/2022,2775 N ELSTON ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,2775 N ELSTON,"41.93192745,-87.6869053884899",LOGAN SQUARE,32.0,41.93192745,-87.6869053884899
"KASS MANAGEMENT SERVICES INC, C/O JOSEPH D. PALMISANO ",23DT000596,T000219535,2022-12-28,3/27/2023,2600 N ORCHARD ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,2600 N ORCHARD ST,"41.92923,-87.646573",LINCOLN PARK,43.0,41.92923,-87.646573
KASS MARK,22DT000771,T000212937,2022-01-12,5/23/2022,3139 N PAULINA ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,3139 N PAULINA ST,"41.93898525,-87.67084220048187",LAKE VIEW,32.0,41.93898525,-87.67084220048187
"KEDZIE 51 AUTO REPAIR INC, C/O MAHMOUD SULAIMAN ALQAISI ",21DT002799,T000213557,2021-02-04,8/16/2021,5101 S KEDZIE ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,5101 S KEDZIE,"41.80053035,-87.70326953742475",GAGE PARK,14.0,41.80053035,-87.70326953742475
"KEDZIE 51 AUTO REPAIR INC, C/O MAHMOUD SULAIMAN ALQAISI ",21DT002800,T000213558,2021-02-09,8/16/2021,3159 W 51ST ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,3159 W 51ST ST,"41.8007522467794,-87.70287704408142",GAGE PARK,14.0,41.8007522467794,-87.70287704408142
"KEELEY FOOD SERVICE INC, C/O HOU KEY CHEE ",21DT000573,T000207088,2021-02-06,4/5/2021,2589 S FEDERAL ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,2589 S FEDERAL ST,"41.84576621446885,-87.6290646045712",NEAR SOUTH SIDE,3.0,41.84576621446885,-87.6290646045712
KENNEDY ELIZABETH AND PATRICK,21DT000606,T000207024,2021-02-06,4/5/2021,1100 W WEBSTER ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,1100 W WEBSTER,"41.9219797,-87.65608641479466",LINCOLN PARK,43.0,41.9219797,-87.65608641479466
KENNEDY PATRICK,22DT001363,T000206951,2022-02-04,4/11/2022,1100 W WEBSTER ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,1100 W WEBSTER,"41.9219797,-87.65608641479466",LINCOLN PARK,43.0,41.9219797,-87.65608641479466
"KENSINGTON SOUTH LOOP BUILDING LLC, C/O CHARLES MARLAS ",21DT000491,T000206486,2021-01-29,3/22/2021,1935 S MICHIGAN ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,1935 S MICHIGAN,"41.8693994,-87.6240453",LOOP,4.0,41.8693994,-87.6240453
KERRIGAN DANIEL,21DT001209,T000207104,2021-02-25,5/3/2021,1259 W SCHUBERT ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,1259 W SCHUBERT,"41.930496500000004,-87.66090929909302",LINCOLN PARK,43.0,41.930496500000004,-87.66090929909302
KEVIN LANE VEDDER PRICE ,22DT001108,T000206895,2022-02-03,5/23/2022,924 N CLARK ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,924 N CLARK,"41.8995506,-87.63187427600926",NEAR NORTH SIDE,2.0,41.8995506,-87.63187427600926
KEVIN LANE VEDDER PRICE ,22DT001285,T000206925,2022-02-15,6/6/2022,924 N CLARK ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,924 N CLARK,"41.8995506,-87.63187427600926",NEAR NORTH SIDE,2.0,41.8995506,-87.63187427600926
"KING'S KIDDIE KINGDOM, INC. C/O CAMILLE KING ",22DS02629M,QTU3Y6L,2022-01-07,2/16/2022,207 E 79TH ST,10-8-180    Snow and ice removal.,Default,500.0,STRTSAN,207 E 79TH ST,"41.7508143,-87.61936655767968",CHATHAM,6.0,41.7508143,-87.61936655767968
"KING'S KIDDIE KINGDOM, INC. C/O DAMON STEWART ESQ ",22DS02629M,QTU3Y6L,2022-01-07,2/16/2022,207 E 79TH ST,10-8-180    Snow and ice removal.,Default,500.0,STRTSAN,207 E 79TH ST,"41.7508143,-87.61936655767968",CHATHAM,6.0,41.7508143,-87.61936655767968
KINSELLA THOMAS,23DT000434,T000218955,2023-02-01,3/20/2023,2325 W BARRY ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,2325 W BARRY,"41.9374717,-87.6865885",NORTH CENTER,32.0,41.9374717,-87.6865885
KIRK ZELINDA DAVIS,21DT001035,T000206984,2021-02-26,4/19/2021,2259 W MONROE ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,2259 W MONROE ST,"41.87961425,-87.68377548519267",NEAR WEST SIDE,27.0,41.87961425,-87.68377548519267
KIRMANI UROOJ,21DS19327M,QTUFPQL,2021-02-11,7/7/2021,75 E 71ST ST,10-8-180    Snow and ice removal.,Default,500.0,STRTSAN,75 E 71ST ST,"41.7653019,-87.62209358009373",GREATER GRAND CROSSING,6.0,41.7653019,-87.62209358009373
KIRMANI UROOJ,22DS02294M,QTU3YIL,2022-01-05,2/9/2022,75 E 71ST ST,10-8-180    Snow and ice removal.,Default,500.0,STRTSAN,75 E 71ST ST,"41.7653019,-87.62209358009373",GREATER GRAND CROSSING,6.0,41.7653019,-87.62209358009373
"KIS DEVELOPMENT LLC, C/O D & L COMPANY AGENTS ",21DT000334,T000206437,2021-01-27,3/15/2021,515 E PERSHING RD,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,515 E PERSHING RD,"41.82379121705313,-87.61399556896437",GRAND BOULEVARD,3.0,41.82379121705313,-87.61399556896437
KITTY LAM ,22DT000702,T000206839,2022-01-18,3/21/2022,2924 S LOOMIS ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,2924 S LOOMIS,"41.84099605,-87.65729439308959",BRIDGEPORT,11.0,41.84099605,-87.65729439308959
"KLADIS LLC, C/O MARTIN COHN ",22DT001567,T000207373,2022-02-04,5/2/2022,4301 S GREENWOOD ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,4301 S GREENWOOD,"41.816773,-87.599304",KENWOOD,4.0,41.816773,-87.599304
"KLADIS LLC, C/O MARTIN COHN ",22DT001568,T000207481,2022-02-07,5/2/2022,4301 S GREENWOOD ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,4301 S GREENWOOD,"41.816773,-87.599304",KENWOOD,4.0,41.816773,-87.599304
"KM VENTURES INC, C/O CHARLES R. GRYLL ",22DT001090,T000205045,2022-02-03,4/11/2022,5239 N KEDZIE ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,5239 N KEDZIE,"41.97676537441228,-87.7085963378507",NORTH PARK,40.0,41.97676537441228,-87.7085963378507
"KOLANO CO, C/O ANNA KOLANO ",21DT000707,T000203703,2021-02-08,4/12/2021,1044 W TAYLOR ST ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,1044 W TAYLOR ST,"41.8696865,-87.65286480593369",NEAR WEST SIDE,25.0,41.8696865,-87.65286480593369
KOLONAS NICHOLAS,22DT000998,T000203492,2022-01-25,3/28/2022,229 W EUGENIE ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,229 W EUGENIE ST,"41.912697800000004,-87.63598635",LINCOLN PARK,2.0,41.912697800000004,-87.63598635
KOZIARA STANISLAW,22DT000674,T000212910,2022-01-11,3/14/2022,5201 W WELLINGTON ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,5201 W WELLINGTON,"41.9348794,-87.75684015",BELMONT CRAGIN,31.0,41.9348794,-87.75684015
LAKE PEAK INC C/O ATTAF Z MOOSA ,22DT001822,T000207618,2022-02-03,4/25/2022,7600 S HALSTED ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,7600 S HALSTED ST,"41.755963,-87.644291",AUBURN GRESHAM,17.0,41.755963,-87.644291
"LAKE WESTERN INC, C/O JACK BOEHM, JR. ",21DT003372,T000203609,2021-02-18,9/27/2021,225 N WESTERN ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,225 N WESTERN,"41.8854973,-87.68622425000001",NEAR WEST SIDE,27.0,41.8854973,-87.68622425000001
LA MICHOACANA PRIME CORP ,20DT000436,T000193339,2020-01-24,1/11/2021,5701 W FULLERTON ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,5701 W FULLERTON,"41.924257499999996,-87.76783155",BELMONT CRAGIN,30.0,41.924257499999996,-87.76783155
LA MICHOACANA PRIME CORP C/O LIZBETH HERNANDEZ,20DT000436,T000193339,2020-01-24,1/11/2021,5701 W FULLERTON ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,5701 W FULLERTON,"41.924257499999996,-87.76783155",BELMONT CRAGIN,30.0,41.924257499999996,-87.76783155
LANG ICE COMPANY C/O PAUL F LANG ,22DT001521,T000211937,2022-02-08,4/25/2022,4910 S DAMEN ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,4910 S DAMEN,"41.804401821804895,-87.67469450306044",NEW CITY,15.0,41.804401821804895,-87.67469450306044
"LARAMIE MARATHON INC, C/O ABDULLQADER AA SALEH ",21DT000894,T000203257,2021-02-17,4/19/2021,5201 W DIVISION ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,5201 W DIVISION ST,"41.90201145,-87.7560674306058",AUSTIN,37.0,41.90201145,-87.7560674306058
LARSON BRUCE AND KAREN,21DT000605,T000207023,2021-02-06,4/5/2021,1238 W WEBSTER ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,1238 W WEBSTER,"41.9218291,-87.65989846413629",LINCOLN PARK,43.0,41.9218291,-87.65989846413629
"LASALLE 115 HOLDINGS LLC, C/O CT CORPORATION SYSTEM ",21DT001105,T000207175,2021-02-26,5/3/2021,955 W WEBSTER ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,955 W WEBSTER,"41.9215629,-87.65313950000001",LINCOLN PARK,43.0,41.9215629,-87.65313950000001
"LASALLE 115 HOLDINGS LLC, C/O CT CORPORATION SYSTEM ",21DT001105,T000207175,2021-02-26,5/24/2021,955 W WEBSTER ,10-8-180    Snow and ice removal.,Continuance,500.0,TRANPORT,955 W WEBSTER,"41.9215629,-87.65313950000001",LINCOLN PARK,43.0,41.9215629,-87.65313950000001
LASHKARIYA JAFAR,22DT001389,T000207434,2022-02-09,4/11/2022,3637 W DIVISION ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,3637 W DIVISION ST,"41.90283124747426,-87.71743711623206",HUMBOLDT PARK,26.0,41.90283124747426,-87.71743711623206
LAURENCE MANUEL PEREIRAS LEIVE ,21DT000521,T000207006,2021-02-06,3/29/2021,1939 N HUDSON ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,1939 N HUDSON,"41.91765805,-87.63965262815535",LINCOLN PARK,43.0,41.91765805,-87.63965262815535
LAWRENCE WHTMAN TRUSTEE OF THE LAWRENCE  AND ATHENA WHITMAN JOINT LIVING TRUST ,22DT001223,T000207365,2022-01-11,5/23/2022,812 E 41ST ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,812 E 41ST ST,"41.820672599999995,-87.60623398205686",OAKLAND,4.0,41.820672599999995,-87.60623398205686
LAWRIE CONNOR,22DT000618,T000207380,2022-01-07,3/14/2022,1925 N HUDSON ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,1925 N HUDSON,"41.917263399999996,-87.63972867574032",LINCOLN PARK,43.0,41.917263399999996,-87.63972867574032
"LDS COMMERCIAL LLC, C/O SUBHASH C SALUJAH ",21DT001031,T000207164,2021-02-22,4/19/2021,113 S CLINTON ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,113 S CLINTON ST,"41.8800901,-87.6408472",NEAR WEST SIDE,42.0,41.8800901,-87.6408472
LEIVA OSCAR,21DT001183,T000207111,2021-02-22,5/3/2021,3526 S PRAIRIE ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,3526 S PRAIRIE,"41.8302224,-87.62082814535663",DOUGLAS,3.0,41.8302224,-87.62082814535663
"LEONA'S PROPERTIES, LLC SERIES SHERIDAN c/o TED B. PIRPIRIS ",19DS72160L,272160L,2019-11-14,1/27/2020,6929 N SHERIDAN RD,10-8-180    Snow and ice removal.,Default,500.0,STRTSAN,6929 N SHERIDAN RD,"41.9598134,-87.654693",UPTOWN,46.0,41.9598134,-87.654693
"LEROY REALTY LLC, C/O DONALD KIOLBASSA ",21DT000375,T000206474,2021-01-28,3/15/2021,1002 W LAKE ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,1002 W LAKE ST,"41.8858053,-87.65240600022625",NEAR WEST SIDE,27.0,41.8858053,-87.65240600022625
"LEROY REALTY LLC, C/O DONALD KIOLBASSA ",21DT000375,T000206474,2021-01-28,8/30/2021,1002 W LAKE ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,1002 W LAKE ST,"41.8858053,-87.65240600022625",NEAR WEST SIDE,27.0,41.8858053,-87.65240600022625
"LESTER AND ROSALIE ANIXTER CENTER, C/O CT CORPORATION SYSTEM ",21DT001102,T000206988,2021-03-02,4/26/2021,2032 N CLYBOURN ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,2032 N CLYBOURN,"41.91842248346454,-87.65981727685035",LINCOLN PARK,2.0,41.91842248346454,-87.65981727685035
LIAM KATE INCORPORATED C/O ROBERTO GUTIERREZ ,20DT000886,T000193395,2020-02-14,1/11/2021,3835 W 26TH ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,3835 W 26TH ST,"41.8455542,-87.6298002",ARMOUR SQUARE,3.0,41.8455542,-87.6298002
"LIEN HOA FOOD CORPORATION, C/O MICHAEL D. PAWLAN ",20DT001041,T000193939,2020-02-14,2/8/2021,817 W CERMAK RD,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,817 W CERMAK RD,"41.85272486177906,-87.64672901681439",LOWER WEST SIDE,11.0,41.85272486177906,-87.64672901681439
"LINCOLN CENTER, C/O KYLE PEARSON ",22DT000839,T000205403,2022-01-10,4/25/2022,6320 N LINCOLN ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,6320 N LINCOLN,"41.9960746,-87.71711685928614",NORTH PARK,50.0,41.9960746,-87.71711685928614
LI QI QING,21DT001173,T000207107,2021-02-24,5/3/2021,2720 S CANAL ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,2720 S CANAL ST,"41.84380575,-87.63851319324672",BRIDGEPORT,11.0,41.84380575,-87.63851319324672
"LMC 410 S WABASH HOLDINGS LLC, C/O CT CORPORATION SYSTEM ",21DT000479,T000207044,2021-01-26,3/22/2021,410 S WABASH ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,410 S WABASH,"41.850255149999995,-87.62497248230875",NEAR SOUTH SIDE,3.0,41.850255149999995,-87.62497248230875
"LMC 410 S WABASH HOLDINGS LLC, C/O CT CORPORATION SYSTEM ",21DT000480,T000207045,2021-02-01,3/22/2021,410 S WABASH ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,410 S WABASH,"41.850255149999995,-87.62497248230875",NEAR SOUTH SIDE,3.0,41.850255149999995,-87.62497248230875
LOCKOM FRANCIS,22DT001283,T000206921,2022-02-14,4/18/2022,3329 S MAY ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,3329 S MAY,"41.83338945,-87.6543876646121",BRIDGEPORT,11.0,41.83338945,-87.6543876646121
LOERA ROBERTO,23DT000561,T000220111,2023-02-03,3/20/2023,3705 W MONTROSE ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,3705 W MONTROSE,"41.96086355,-87.72076785543287",IRVING PARK,35.0,41.96086355,-87.72076785543287
LONGWOOD DEVELOPMENT LLC ,21DT000389,T000208105,2021-01-28,3/22/2021,1421 E 67TH PL,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,1421 E 67TH PL,"41.77229903805532,-87.59055648712695",SOUTH SHORE,5.0,41.77229903805532,-87.59055648712695
LONGWOOD DEVELOPMENT LLC C/O DAVID P. RESNICK ,22DT001349,T000211335,2022-01-25,4/11/2022,7018 S CLYDE ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,7018 S CLYDE,"41.76765225449237,-87.57400441232004",SOUTH SHORE,5.0,41.76765225449237,-87.57400441232004
LOOPSTAR PROPERTIES LLC- 4300 ARCHER C/O RAMI ABUISNEINEH ,22DS04088M,QTU46XL,2022-02-04,6/21/2022,4300 S ARCHER AVE,10-8-180    Snow and ice removal.,Default,500.0,STRTSAN,4300 S ARCHER AVE,"41.8152448,-87.7026677466763",BRIGHTON PARK,15.0,41.8152448,-87.7026677466763
"LOQUERCIO AUTOMOTIVE SOUTH INC , C/O BURKELAW AGENTS INC. ",22DT001068,T000211969,2022-01-25,4/4/2022,4830 S PULASKI RD,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,4830 S PULASKI RD,"41.80542880733404,-87.72362241603278",ARCHER HEIGHTS,14.0,41.80542880733404,-87.72362241603278
LOWE GEORGE,22DT001328,T000202061,2022-02-09,4/18/2022,3342 W WALNUT ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,3342 W WALNUT ST,"41.88543049558124,-87.70968729419756",EAST GARFIELD PARK,28.0,41.88543049558124,-87.70968729419756
LUCE JOHN,20DS77372L,277372L,2020-01-22,2/28/2020,7901 S KINGSTON AVE,10-8-180    Snow and ice removal.,Default,500.0,STRTSAN,7901 S KINGSTON AVE,"41.751657,-87.562485",SOUTH CHICAGO,7.0,41.751657,-87.562485
LUXURY UPGRADE INC. C/O HALYNA MISKA ,22DS04162M,QTU5CPL,2022-02-09,3/17/2022,5727 S PEORIA ST,10-8-180    Snow and ice removal.,Default,500.0,STRTSAN,5727 S PEORIA ST,"41.7897381,-87.64717330532994",ENGLEWOOD,16.0,41.7897381,-87.64717330532994
"LVM GROUP LLC, C/O MICHAEL COLLINS ",21DT000545,T000206522,2021-02-05,3/29/2021,2724 N LEHMANN CT,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,2724 N LEHMANN CT,"41.93229765,-87.64385730927083",LINCOLN PARK,43.0,41.93229765,-87.64385730927083
LYNN RENEE,23DT000149,T000217657,2022-12-27,2/27/2023,3036 N LINCOLN ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,3036 N LINCOLN,"41.9367884,-87.665147",LAKE VIEW,32.0,41.9367884,-87.665147
"M 22 LAND INVESTMENT, C/O WILLIAM P. TSOURAPAS ",22DT000612,T000206818,2022-01-04,4/25/2022,455 W NORTH ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,455 W NORTH AVE,"41.9108278,-87.6407924417156",NEAR NORTH SIDE,2.0,41.9108278,-87.6407924417156
"MAC S CONVENIENCE STORES LLC, C/O ILLINOIS CORPORATION SERVICE C ",21DT001101,T000206586,2021-02-20,4/26/2021,800 N ORLEANS ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,800 N ORLEANS ST,"41.8987632,-87.6372627",NEAR NORTH SIDE,27.0,41.8987632,-87.6372627
MADAM LLC C/O LISTON & TSANTLIS PC ,20DT001652,T000196045,2020-02-14,2/1/2021,2036 W MADISON ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,2036 W MADISON ST,"41.88118332966977,-87.67807966357064",NEAR WEST SIDE,27.0,41.88118332966977,-87.67807966357064
"MADDEN WELLS PHASE 1 A ASSOCIATES LLC, C/O ILLINOIS CORPORATION SERVICE C ",21DT000541,T000207063,2021-02-01,3/29/2021,3838 S ELLIS ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,3838 S ELLIS,"41.825323999999995,-87.60617676129084",OAKLAND,4.0,41.825323999999995,-87.60617676129084
"MADDEN WELLS PHASE 1 A ASSOC LLC, C/O ILLINOIS CORPORATION SERVICE C ",21DT000540,T000207064,2021-02-01,3/29/2021,3845 S ELLIS ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,3845 S ELLIS,"41.825323850000004,-87.60554871886407",OAKLAND,4.0,41.825323850000004,-87.60554871886407
"MADDEN WELLS PHASE 1A ASSOC LLC, C/O ILLINOIS CORPORATION SERVICE CO ",22DT001557,T000207372,2022-02-04,5/2/2022,3866 S ELLIS ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,3866 S ELLIS,"41.82455365,-87.60574031812169",OAKLAND,4.0,41.82455365,-87.60574031812169
"M AND K BUILDING ENTERPRISES LLC, C/O BRYAN KOPMAN ",21DT000486,T000207055,2021-01-29,3/22/2021,114 N ABERDEEN ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,114 N ABERDEEN ST,"41.883475700000005,-87.65471238776465",NEAR WEST SIDE,27.0,41.883475700000005,-87.65471238776465
M AND S GAS AND FOOD INC C/O MOHAMED F YAFAI ,21DT001363,T000203903,2021-02-18,5/10/2021,3731 W ROOSEVELT RD,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,3731 W ROOSEVELT RD,"41.8658886,-87.71914725817302",NORTH LAWNDALE,24.0,41.8658886,-87.71914725817302
MANNACHERIL JOE,21DT000708,T000203762,2021-02-16,4/5/2021,3200 W DIVERSEY ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,3200 W DIVERSEY,"41.9322187,-87.70764886487163",AVONDALE,35.0,41.9322187,-87.70764886487163
MARBLE EMPORIUM INC C/O LUIZA KOURKOUVIS ,21DT000374,T000206473,2021-01-28,3/15/2021,130 S HALSTED ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,130 S HALSTED ST,"41.88008046938776,-87.64741851020409",NEAR WEST SIDE,27.0,41.88008046938776,-87.64741851020409
"MARBLE EMPORIUM INC, C/O LUIZA KOURKOUVIS ",21DT000369,T000206468,2021-01-28,4/26/2021,812 W ADAMS ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,812 W ADAMS ST,"41.87943215,-87.64776074909487",NEAR WEST SIDE,27.0,41.87943215,-87.64776074909487
MARKS BARRY,22DT001001,T000203493,2022-01-25,3/28/2022,1252 W DICKENS ,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,1252 W DICKENS,"41.91990837958857,-87.6603167403506",LINCOLN PARK,2.0,41.91990837958857,-87.6603167403506
MAROL RALPH,22DT000985,T000206854,2022-01-26,3/28/2022,4 E CEDAR ST,10-8-180    Snow and ice removal.,Default,500.0,TRANPORT,4 E CEDAR ST,"41.9022995,-87.62809566666667",NEAR NORTH SIDE,42.0,41.9022995,-87.62809566666667
MARQUETTE BANK A/T/U/T/A #6227 DTD 7/27/1973 ,22DS04172M,QTU487L,2022-02-05,3/16/2022,6249 S WOLCOTT AVE,10-8-180    Snow and ice removal.,Default,500.0,STRTSAN,6249 S WOLCOTT AVE,"41.78051706975783,-87.671402382554",WEST ENGLEWOOD,15.0,41.78051706975783,-87.671402382554
